000			ด่านตำนาน
013-006-004	มหาสมุทรคอนกรีต
013-006-005	สถานีไร้คนคุม
013-007		กฎแห่งแดนเถื่อน
013-007-000	หอคอยวิตก
013-007-001	สตรีในคุก
013-007-002	ไร่ไร้หวัง
013-007-003	เนินนักล่า
013-007-004	เมซ่าผิดปกติ
013-007-005	สันแกนหมุน
013-008		คาบสมุทรพาราริล่า
013-008-000	ชายฝั่งเอสโคล่า
013-008-001	โปรเจ็กต์ช้างน้ำ
013-008-002	ปลาโลชบุก
013-008-003	แหล่งอนุรักษ์นกนางนวล
013-008-004	แถวไข่ปลา
013-008-005	เสียงร้องของเฮรอน
013-009		แมวกบฏ
013-009-000	แนวคิดคริกเก็ต
013-009-001	เจ้าแห่งคูน้ำ
013-009-002	เพื่อนผัก
013-009-003	คนปากโป้งย่อมโดนดี
013-009-004	การเนรเทศที่น่าตกใจ
013-009-005	อุบายแมวแดง
013-010		เกาะเชอร์รี่
013-010-000	อ่างแม็กม่า
013-010-001	สายธารกรวดภูเขาไฟ
013-010-002	ฝนขี้เถ้า
013-010-003	ปราชญ์แห่งยอดเขา
013-010-004	คาลเดร่าเดือดดาล
013-010-005	สุดยอดภูเขาไฟ
013-011		ห้วงลึกของใจฉัน
013-011-000	เพลงรื่นเริง
013-011-001	ถ้ำหญิงสาว
013-011-002	กำลังใจดี
013-011-003	ป่าแห่งความขมขื่น
013-011-004	ฤาษีช่างพูด
013-011-005	วิญญาณดึกดำบรรพ์
013-012		ทะเลผี
013-012-000	แนวปะการังไอวะร็อก
013-012-001	สุสานหอยโข่ง
013-012-002	นักเดินเรือที่สาบสูญ
013-012-003	ปลาคาร์พขังกรง
013-012-004	ท่าเรือของอูฐ
013-012-005	เขตความตายไม่สิ้นสุด
013-013		รีสอร์ทของผู้พลัดถิ่น
013-013-000	การชดเชยวันหยุด
013-013-001	ป่าฝนส่วนตัว
013-013-002	หยาบคายที่ชายหาด
013-013-003	ผู้พำนักเขต 13
013-013-004	สปาแห่งการเถลิง
013-013-005	สิ่งมหัศจรรย์ของธรรมชาติ
013-014		ถนนแห่งการทรมาน
013-014-000	ดึงผม
013-014-001	ซอสนางเงือก
013-014-002	คำสอนของพระเจ้า
013-014-003	เสาร้าว
013-014-004	ผู้พิทักษ์ความบริสุทธิ์
013-014-005	สายตาสั้นที่สุด
013-015		ตรอกหลังของสวรรค์
013-015-000	ทางเข้ากระตือรือร้น
013-015-001	ชานพักหน้าบ้าน
013-015-002	โซฟาเมาค้าง
013-015-003	ครัวเป็นระเบียบ
013-015-004	อ่างอาบน้ำแห่งความเพ้อฝัน
013-015-005	ห้องแต่งตัวของแกะ
013-016		ศึกในอ่างน้ำ
013-016-000	บริษัทสตีมเวิร์ก
013-016-001	น้ำฝักบัวเหนียว
013-016-002	ซาวน่าแบบยืน
013-016-003	สระน้ำเย็น
013-016-004	บ้านของยูมิโบซู
013-016-005	การต้อนรับน้ำพุร้อน
013-017		ภูเขาโบราณ
013-017-000	หมู่บ้านอดอยาก
013-017-001	คืนแห่งกรงเล็บ
013-017-002	พื้นผิวขรุขระ
013-017-003	การร่วงหล่นเกินจริง
013-017-004	ความปรารถนาที่ละทิ้ง
013-017-005	เป็นทาสสัญชาตญาณ
013-018		กระทรวงทางทะเล
013-018-000	การบุกรุกของพวกคลั่งชายหาด
013-018-001	ตกปลาตลอดกาล
013-018-002	ถ้ำของไตรตัน
013-018-003	เสน่ห์ดึงดูดยามค่ำคืน
013-018-004	ท่าเรือนองเลือด
013-018-005	มัลติเตตราพ็อด
013-019		โรงเรียนปีศาจ
013-019-000	ห้องเรียนกลายเป็นซาก
013-019-001	ปลาทองขี้เหงา
013-019-002	ปีศาจหัวหน้าจัดซื้อ
013-019-003	การกบฏของครูใหญ่
013-019-004	ผู้สะสมระฆัง
013-019-005	กฎของแคมปัส
013-020		เหมืองเจลาติน
013-020-000	โพรงถ้ำมีขน
013-020-001	สนุกแบบฝืนบังคับ
013-020-002	นกขับเคลื่อนด้วยแก๊ส
013-020-003	ดวงดาวในท่อระบายน้ำ
013-020-004	ความวิตกหลังวันสิ้นโลก
013-020-005	จอบช่วยชีวิต
013-021		โรงหล่อเมา
013-021-000	กล่องชนชั้นแรงงาน
013-021-001	ตัวตรวจสอบการพังทลาย
013-021-002	สายพานที่ไม่ขยับ
013-021-003	โกดัง VIP
013-021-004	ชิ้นส่วนกบฏ
013-021-005	ปล่องควันสู่สวรรค์
013-022		วัตถุที่ยังไม่ได้ขุดขึ้นมา
013-022-000	คำบ่นของขี้แพ้
013-022-001	กระดูกของสุนัขกล้าหาญ
013-022-002	ยาถอนพิษหนองน้ำ
013-022-003	ความอดทนจะมีชัย
013-022-004	เรือหนึ่งลำไกลไป
013-022-005	สาปคนสาป
013-023		อาณาจักรกังวลทำไม
013-023-000	อำนาจและแรงโน้มถ่วง
013-023-001	เป็นทาสพลังงาน
013-023-002	ยกคบเพลิงขึ้น
013-023-003	เผด็จการที่บ้าน
013-023-004	การหายใจที่ไม่ได้รับอนุญาต
013-023-005	แยกเขี้ยวที่บัลลังก์
013-024		ไทเทเนียมสูบ
013-024-000	ได้พลังจากลู่วิ่ง
013-024-001	ถุงทรายอาฆาต
013-024-002	คาร์เทลโปรตีน
013-024-003	ปั่นจักรยานแอนาโรบิก
013-024-004	ยืนด้วยมือซาวน่า
013-024-005	บู้ตแคมป์ริมทะเลสาบ
013-025		เกาะมอร์นิ่งสตาร์
013-025-000	ดาวตกเคอร์รี่
013-025-001	สัญชาตญาณของอิคารัส
013-025-002	ด่านสะพานสายรุ้ง
013-025-003	ความรักท้องฟ้าจำลอง
013-025-004	ดิสโกอุกกาบาต
013-025-005	แมวในดวงดาว
013-026		ในป่าหลับใหล
013-026-000	ป่าของเจ้าชาย
013-026-001	อาเรียของเจ้าหญิง
013-026-002	งามร้ายกาจ
013-026-003	รองเท้าแก้ว
013-026-004	สมาคมหน้ากาก
013-026-005	มีความสุขตลอดไป
013-027		เกาะทดลอง
013-027-000	เนินขวดแก้ว
013-027-001	ป่ากายวิภาค
013-027-002	ฟอร์มาลิน มารีน่า
013-027-003	หนองน้ำแห่งการไม่รับรู้
013-027-004	สะพานกล้องจุลทรรศน์
013-027-005	สีฟ้าแผดเผา
013-028		สุสานที่ถูกลืม
013-028-000	โพรงถ้ำหลับใหล
013-028-001	ศพสบาย
013-028-002	ไร้ชีวิตที่สอง
013-028-003	สุสานที่แปดเปื้อน
013-028-004	ที่ฝังพฤกษชาติ
013-028-005	กระดูกเปียกชุ่ม
013-029		รุ่งอรุณแห่งการเริ่มต้น
013-029-000	นักสวดที่หมั่นเพียร
013-029-001	ปัญหาแห่งการเกิด
013-029-002	ออราเคิลงาช้าง
013-029-003	การเบ่งบานของตัวเอง
013-029-004	การปลดปล่อยด้วยความหลงใหล
013-029-005	การหน้าไหว้หลังหลอกที่ถูกฝังไว้
013-030		วัดโชคดีมีสุข
013-030-000	ผู้ปลุกปั่นนักแสวงบุญ
013-030-001	นักบวชที่มาช้า
013-030-002	ศึกกลุ่มประสานเสียง
013-030-003	บันทึกนักผจญภัย
013-030-004	การย้ายโบสถ์
013-030-005	คำบัญชาเจ้าแห่งความมืด
013-031		โรงละครแห่งความกลัว
013-031-000	วงแหวนหมุน
013-031-001	วันที่ 13 เงินเดือนออก
013-031-002	กิจกรรมปกติ
013-031-003	บ้านมืดมน
013-031-004	เสียงกรีดร้องจากภายใน
013-031-005	กองลำไส้
013-032		เมืองนักดำน้ำ
013-032-000	ความหลากหลาย สภาพด่าง
013-032-001	ชายหาดทรายเหล็ก
013-032-002	รุ้งจากน้ำมันรั่วไหล
013-032-003	รักโรงกลั่น
013-032-004	ล่วงเวลาข้ามคืน
